name,address,full_address,lat,lon,node
Nhà Hàng Bún Chả Phố Cổ,225 Phan Xích Long,"225 Phan Xích Long, nan, nan, nan, nan",10.7990306,106.6863857,710640661
Cháo Tám Hói,008 Đường Phan Văn Trị,"008 Đường Phan Văn Trị, nan, nan, nan, nan",10.755777,106.6780371,366461703
Câu Lạc Bộ Gym & Fitness Anh Đức,29/7A5 Nguyễn Thị Thử,"29/7A5 Nguyễn Thị Thử, nan, nan, nan, nan",10.8656381,106.5775268,5750869007
Cửa Hàng Trang Sức Lee&Tee,206/12 Đồng Đen,"206/12 Đồng Đen, nan, nan, nan, nan",10.7891658,106.6423081,5769329883
Tạp Hóa Út Huệ,519A Lê Văn Khương,"519A Lê Văn Khương, nan, nan, nan, nan",10.8876785,106.6475465,366437561
Bros BBQ,41 Đường Nguyễn Thái Sơn,"41 Đường Nguyễn Thái Sơn, nan, nan, nan, nan",10.8208073,106.6836787,1401875392
Cửa Hàng Thời Trang Robic,163/50 Đặng Văn Bi,"163/50 Đặng Văn Bi, nan, nan, nan, nan",10.8443364,106.7598555,5753041938
Nhà Thờ Phát Diệm,458 Nguyễn Kiệm,"458 Nguyễn Kiệm, nan, nan, nan, nan",10.8028478,106.6784599,8366440201
Khách Sạn Thanh Long,262 Bis Âu Cơ. Quận 11,"262 Bis Âu Cơ. Quận 11, nan, nan, nan, nan",10.7704304,106.650936,366428572
Khách Sạn Phong Phú,Số Nhà 24 Đường Ông Ích Khiêm,"Số Nhà 24 Đường Ông Ích Khiêm, nan, nan, nan, nan",10.7653838,106.6464589,5758065181
Phòng Cho Thuê Phương Thanh,Số nhà 833 3 tháng 2,"Số nhà 833 3 tháng 2, nan, nan, nan, nan",10.7636462,106.6597629,11499112534
Khách Sạn Hồng Nam,Số 262 Bis Đường Lạc Long Quân,"Số 262 Bis Đường Lạc Long Quân, nan, nan, nan, nan",10.7661099,106.6423358,5757501806
Khách sạn Phương Vy,Số Nhà 895 3 Tháng 2,"Số Nhà 895 3 Tháng 2, nan, nan, nan, nan",10.7629047,106.6584279,2433653217
Khách Sạn Kim Hương,Số nhà 122 Đường Trần Quý,"Số nhà 122 Đường Trần Quý, nan, nan, nan, nan",10.7592294,106.6562423,366407151
Khách sạn Phương Loan,Số Nhà 847 3 Tháng 2,"Số Nhà 847 3 Tháng 2, nan, nan, nan, nan",10.763312,106.6591468,5778731879
Cà Phê [a],15 Huỳnh Khương Ninh,"15 Huỳnh Khương Ninh, nan, nan, nan, nan",10.790421,106.69669,411925982
Nhà Thuốc Trường Sinh,233 Ngô Quyền - Phường 6,"233 Ngô Quyền - Phường 6, nan, nan, nan, nan",10.7649969,106.6641813,5780574617
Nhà Hàng Út Cà Mau,512 Đường Nguyễn Thị Minh Khai,"512 Đường Nguyễn Thị Minh Khai, nan, nan, nan, nan",10.7618187,106.6808856,4623159860
Cà Phê 27,27 Nguyễn Thị Diệu,"27 Nguyễn Thị Diệu, nan, nan, nan, nan",10.775562,106.6886975,11187236066
Cửa Hàng Phụ Liệu Tóc Kiều Xuân,490 Lý Thường Kiệt,"490 Lý Thường Kiệt, nan, nan, nan, nan",10.7868552,106.65361,6640164288
Phụ Liệu Tóc Kiều Xuân,12 Nguyễn Thiện Thuật,"12 Nguyễn Thiện Thuật, nan, nan, nan, nan",10.7663942,106.6819835,411920215
Khách Sạn Ngọc Thanh Vân,709 Phạm Văn Bạch,"709 Phạm Văn Bạch, nan, nan, nan, nan",10.8299632,106.6416087,5719079067
Th,16a Phú Châu,"16a Phú Châu, nan, nan, nan, nan",10.8635558,106.74572,5772027869
Tạp Hoá Bình,1126 Kha Vạn Cân,"1126 Kha Vạn Cân, nan, nan, nan, nan",10.8588023,106.7590556,366465422
tap hoa Gia Huy,86a Tô Vĩnh Diện,"86a Tô Vĩnh Diện, nan, nan, nan, nan",10.8532427,106.7678474,366457606
tap hoa,40 Tô Vĩnh Diện,"40 Tô Vĩnh Diện, nan, nan, nan, nan",10.8519062,106.7666163,2621580278
Tạp Hoá Ngọc Hân,5 Hồ Văn Tư,"5 Hồ Văn Tư, nan, nan, nan, nan",10.8502187,106.754861,366451827
Shop Lam Anh,928 Tỉnh lộ 43,"928 Tỉnh lộ 43, nan, nan, nan, nan",10.8817741,106.7292689,366404246
tap hoa,86 Linh Trung,"86 Linh Trung, nan, nan, nan, nan",10.860663,106.7721513,11813549846
tap hoa Phuong Vu,69 Chương Dương,"69 Chương Dương, nan, nan, nan, nan",10.8539293,106.7588375,366418893
Tạp Hoá Tuấn Đức,1231/23c1 Đường B,"1231/23c1 Đường B, nan, nan, nan, nan",10.8865562,106.7236943,8359544169
tap hoa Minh phuong,813 Kha Vạn Cân,"813 Kha Vạn Cân, nan, nan, nan, nan",10.8569155,106.7570566,5762874763
thien ngan,15 Đường số 9,"15 Đường số 9, nan, nan, nan, nan",10.8615056,106.755685,366423488
Tiệm tóc Milan,282 Đường Khánh Hội,"282 Đường Khánh Hội, nan, nan, nan, nan",10.760033,106.6982983,1985832548
Nhà Sách Ngọc Anh,24a Hiệp Bình,"24a Hiệp Bình, nan, nan, nan, nan",10.8473785,106.7211798,5757504548
cty Tuấn Phương,230 Đường Tô Hiến Thành,"230 Đường Tô Hiến Thành, nan, nan, nan, nan",10.7789412,106.6665855,3718387345
Công Ty TNHH Trang Thiết Bị Bảo Hộ Thiên Phúc,177/25 Đường Liên khu 4-5,"177/25 Đường Liên khu 4-5, nan, nan, nan, nan",10.7987393,106.5864452,5025884960
Đại Lý Sơn Nuớc Trường Đạt,397 Lê Văn Lương,"397 Lê Văn Lương, nan, nan, nan, nan",10.7393515,106.7035813,2304882873
TH 1109,1109 Kha Vạn Cân,"1109 Kha Vạn Cân, nan, nan, nan, nan",10.8700052,106.7631808,366427938
Cửa Hàng Thời Trang MWC,112 Hoàng Diệu 2,"112 Hoàng Diệu 2, nan, nan, nan, nan",10.85655,106.7655309,366372322
mỹ tiên,22 Đào Trinh Nhất,"22 Đào Trinh Nhất, nan, nan, nan, nan",10.8668912,106.7578687,366475006
đức trí,100-102 Quốc lộ 1K,"100-102 Quốc lộ 1K, nan, nan, nan, nan",10.8782511,106.7666814,3792257799
Bưu Điện Việt Nam,102 Tô Vĩnh Diện,"102 Tô Vĩnh Diện, nan, nan, nan, nan",10.8539416,106.7683276,5763233419
Phương điền,77 Quốc lộ 1K,"77 Quốc lộ 1K, nan, nan, nan, nan",10.8783246,106.7666829,3792257822
Tạp Hoá Kim Anh,14 Hoàng Diệu 2,"14 Hoàng Diệu 2, nan, nan, nan, nan",10.8604587,106.7614892,8347734423
Công Ty TNHH Đầu Tư & Phát Triển Lai Ân,40/24 Hồ Văn Long,"40/24 Hồ Văn Long, nan, nan, nan, nan",10.8184041,106.6004681,12459338319
Sumo BBQ,59B Cao Thắng,"59B Cao Thắng, nan, nan, nan, nan",10.7706899,106.6812507,411920529
sỹ diễm,190 Dương Tăng Nhơn Phú,"190 Dương Tăng Nhơn Phú, nan, nan, nan, nan",10.8354362,106.7822136,366400855
thuận đào,10 Quốc lộ 1K,"10 Quốc lộ 1K, nan, nan, nan, nan",10.8786478,106.767621,5755065413
Coco,18a Dương Tăng Nhơn Phú,"18a Dương Tăng Nhơn Phú, nan, nan, nan, nan",10.8297588,106.7737975,5085226966
Nhà Sách Anh Đức,263 Dương Đình Hội,"263 Dương Đình Hội, nan, nan, nan, nan",10.8297149,106.7827654,366465138
Tạp Hoá An Đức,127 Đường Đỗ Xuân Hợp,"127 Đường Đỗ Xuân Hợp, nan, nan, nan, nan",10.8300195,106.7681114,5742968248
Tạp Hóa 2,241/32 An Dương Vương,"241/32 An Dương Vương, nan, nan, nan, nan",10.7583532,106.6262706,4929831331
tap hoa,32 Lương Thế Vinh,"32 Lương Thế Vinh, nan, nan, nan, nan",10.7639866,106.6299313,2438302652
Tạp Hoá An nhiên,18 Đường Số 11,"18 Đường Số 11, nan, nan, nan, nan",10.8141425,106.7751157,3202754565
cam tu,184 Đường Tân Hòa Đông,"184 Đường Tân Hòa Đông, nan, nan, nan, nan",10.7599114,106.6250822,5772202772
tap hoa,218 Đường số 2,"218 Đường số 2, nan, nan, nan, nan",10.751189,106.6246978,5728549240
tap hoa,e9 Cư Xá Phú Lâm B,"e9 Cư Xá Phú Lâm B, nan, nan, nan, nan",10.7535802,106.6299885,4530357200
thu hà,02 Đường Số 8,"02 Đường Số 8, nan, nan, nan, nan",10.7953367,106.7339071,366387557
Cửa Hàng Spa Đan Thi,73/12 Hoàng Văn Thụ,"73/12 Hoàng Văn Thụ, nan, nan, nan, nan",10.7984565,106.6783671,9485869117
Cửa Hàng Sữa Susu,307 An Dương Vương,"307 An Dương Vương, nan, nan, nan, nan",10.7354985,106.6214539,4988383966
thuy,156 Đường Trần Văn Kiểu,"156 Đường Trần Văn Kiểu, nan, nan, nan, nan",10.7383245,106.6271376,366378413
tap hoa,99 Nguyễn Văn Luông,"99 Nguyễn Văn Luông, nan, nan, nan, nan",10.7374945,106.6336041,4984435301
tap hoa,177 Đường Gia Phú,"177 Đường Gia Phú, nan, nan, nan, nan",10.7465081,106.6523116,366439087
tap hoa,343/296 Hẻm 45 Bình Tiên,"343/296 Hẻm 45 Bình Tiên, nan, nan, nan, nan",10.7405462,106.6422421,5764931367
can vi,395 Đường Lê Quang Sung,"395 Đường Lê Quang Sung, nan, nan, nan, nan",10.7518229,106.6408665,6723967810
Cty TNHH Minh Bách (minhbach.vn),13 Đường số 1,"13 Đường số 1, nan, nan, nan, nan",10.7480143,106.6216164,4461827946
Satra Foods,35 Phú Thuận,"35 Phú Thuận, nan, nan, nan, nan",10.7316029,106.7377179,5788898908
Thế Giới Di Động,857 Huỳnh Tấn Phát,"857 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7320051,106.7317964,12032709301
Cửa Hàng Tony Huy,50 Phú Thuận,"50 Phú Thuận, nan, nan, nan, nan",10.7314334,106.7340756,5794760313
Tạp Hoá Chị Thuý,487/47 Hẻm 487/478 Huỳnh Tấn Phát,"487/47 Hẻm 487/478 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7455524,106.7323356,2159587165
Caffe K-Ban,2 Phú Thuận,"2 Phú Thuận, nan, nan, nan, nan",10.7307709,106.7323382,2304474790
Lẩu cá đuối Hai Béo,106 Trần Trọng Cung,"106 Trần Trọng Cung, nan, Quận 7, HỒ CHÍ MINH, nan",10.7430941,106.7351789,2153453271
Quán Ăn Thảo,30 Hẻm 44 Bùi Văn Ba,"30 Hẻm 44 Bùi Văn Ba, nan, nan, nan, nan",10.7500519,106.7301677,2153453608
Tạp Hoá Quỳnh Như,16 Phú Thuận,"16 Phú Thuận, nan, nan, nan, nan",10.7309297,106.7331517,2153158519
Tạp Hoá Ngọc Hân,487/47/40 Hẻm 487/478 Huỳnh Tấn Phát,"487/47/40 Hẻm 487/478 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7455285,106.7329621,715729851
Bách Hoá Tổng Hợp Mỹ Duyên,458/33 Hẻm 458 Huỳnh Tấn Phát,"458/33 Hẻm 458 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7442993,106.7281808,366440271
Tạp Hoá Cô Chín,80 Lý Phục Man,"80 Lý Phục Man, nan, nan, nan, nan",10.7431575,106.7257003,2159586691
Đoàn Làm Phim - Saigonlens,28e Số 1,"28e Số 1, nan, nan, nan, nan",10.7414214,106.725819,2323978834
Giặt ủi 22A,19b Lý Phục Man,"19b Lý Phục Man, nan, nan, nan, nan",10.7435496,106.7280093,2159586700
Tạp Hoá Thu Hiền,502/27 Hẻm 502/23 Huỳnh Tấn Phát,"502/27 Hẻm 502/23 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7417471,106.7282925,2159586475
Giò Chả Hoàng Nguyên,502/43 Hẻm 502 Huỳnh Tấn Phát,"502/43 Hẻm 502 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7415663,106.7275665,2159586470
Cửa Hàng Sữa Tường Vi,997 Tỉnh lộ 43,"997 Tỉnh lộ 43, nan, nan, nan, nan",10.8802908,106.7296419,3744097312
Cửa Hàng Bánh Mì Hà Nội,148 Đường Nguyễn Thị Thập,"148 Đường Nguyễn Thị Thập, nan, nan, nan, nan",10.7380011,106.7189245,2304554792
cam nhung,95 Đường Lâm Văn Bền,"95 Đường Lâm Văn Bền, nan, nan, nan, nan",10.7469221,106.7159615,366378327
Phụ Kiện Nhôm Kính Nguyễn Quang,523 Đường Lê Văn Lương,"523 Đường Lê Văn Lương, nan, nan, nan, nan",10.7352759,106.7025603,366439478
thu thảo,68a Linh Đông,"68a Linh Đông, nan, nan, nan, nan",10.84923,106.747293,5757826007
thiên anh,19a Linh Đông,"19a Linh Đông, nan, nan, nan, nan",10.8456193,106.7459414,3727386719
Tiệm Sửa Xe Điền,543 Lê Văn Lương,"543 Lê Văn Lương, nan, nan, nan, nan",10.7344411,106.7021955,2154851387
Cầm Đồ Kim Loan,518 Lê Văn Lương,"518 Lê Văn Lương, nan, nan, nan, nan",10.7340125,106.7018639,5731642972
Nhà Thuốc Thái Thanh,968 Huỳnh Tấn Phát,"968 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7255507,106.7339143,2338936956
Tạp Hoá Mai Phương,756 Huỳnh Tấn Phát,"756 Huỳnh Tấn Phát, nan, nan, nan, nan",10.7310996,106.7316707,1768341197
Cửa Hàng Bánh Mì Minh Tâm,149 Đường số 12,"149 Đường số 12, nan, nan, nan, nan",10.7448231,106.7110618,366376836
Khách Sạn Thanh Loan,Số nhà 45 Q Đường Ông Ích Khiêm,"Số nhà 45 Q Đường Ông Ích Khiêm, nan, nan, nan, nan",10.7659087,106.6446124,5778252057
Tạp Hoá - Cafe - Giải Khát,32 Đường số 81,"32 Đường số 81, nan, nan, nan, nan",10.7398969,106.7067369,366388789
Cửa Hàng Áo thun đồng phục Zani 2,78A Đường Hòa Bình,"78A Đường Hòa Bình, nan, nan, nan, nan",10.7683506,106.6390653,6725178919
Cửa Hàng Dịch Vụ Điện Tử Tin Học Và Điện Thoại,"549/12 Thống Nhất, phường 16","549/12 Thống Nhất, phường 16, nan, nan, nan, nan",10.8479534,106.6642704,5917809912
Cục Gạch Quán,10 Đường Ðặng Tất,"10 Đường Ðặng Tất, nan, nan, nan, nan",10.7929997,106.6889296,411926202
Saigon Cycles,44 Phạm Văn Nghị,"44 Phạm Văn Nghị, nan, nan, nan, nan",10.731089,106.7065747,735998178
Cà Phê Saigon Chic,82 Đường số 27,"82 Đường số 27, nan, Go Vap, Ho Chi Minh, nan",10.8421565,106.6791225,5795144828
Công Ty TNHH TMDV Hải Huy Phát,80/2 Đường Lã Xuân Oai,"80/2 Đường Lã Xuân Oai, nan, nan, nan, nan",10.8435249,106.7886688,3110866826
Cty TNHH MTV XNK Phong Vân,42 Đường số 20,"42 Đường số 20, nan, nan, nan, nan",10.7300633,106.6522033,2495881547
Cửa Hàng Áo Thun Đồng Phục Zani,690/4 Âu Cơ,"690/4 Âu Cơ, nan, nan, nan, nan",10.7870526,106.6417167,5769301490
WinMart,106 Bành Văn Trân,"106 Bành Văn Trân, nan, nan, nan, nan",10.788457,106.656597,366445199
Trường CĐ Nghề Thủ Thiêm - Cơ Sở 2,1299 Nguyễn Thị Định,"1299 Nguyễn Thị Định, nan, nan, nan, nan",10.7619965,106.7848994,11577962966
Giặt Sấy Tự Động Ngọc Ánh,92 Chu Văn An,"92 Chu Văn An, nan, Bình Thạnh, Ho Chi Minh City, nan",10.810657,106.7093891,696860135
Bách hóa tổng hợp,133 Ni Sư Huỳnh Liên,"133 Ni Sư Huỳnh Liên, nan, nan, nan, nan",10.7837114,106.6466766,366432089
Nhà Sách Bạch Cúc,9A Phạm Văn Hai,"9A Phạm Văn Hai, nan, nan, nan, nan",10.7981928,106.6650073,11365759160
Phúc,phước vĩnh an 4 Tỉnh lộ 8,"phước vĩnh an 4 Tỉnh lộ 8, nan, nan, nan, nan",10.981433,106.5092001,9743546273
Mimh châu,278 Tỉnh lộ 8,"278 Tỉnh lộ 8, nan, nan, nan, nan",10.9755884,106.4991667,2417376331
Khách Sạn Hoàng Nam,111 Đường Trần Hưng Ðạo,"111 Đường Trần Hưng Ðạo, nan, nan, nan, nan",10.7523812,106.6670749,5816871664
Cà Phê Milestone,210B Nguyễn Khắc Nhu,"210B Nguyễn Khắc Nhu, nan, nan, nan, nan",10.7639372,106.6929265,411926209
Tạp Hoá Xuân Bảo,108b Đường Số 61,"108b Đường Số 61, nan, nan, nan, nan",10.8333363,106.7684877,3110640488
tiến đạt,2 Dương Tăng Nhơn Phú,"2 Dương Tăng Nhơn Phú, nan, nan, nan, nan",10.8273152,106.7692718,5748826309
Tạp Hoá Xuân Trường,5 Lý Tế Xuyên,"5 Lý Tế Xuyên, nan, nan, nan, nan",10.8538332,106.7485078,3349966172
Nhà Hàng The Adora Luxury,198 Hoàng Văn Thụ,"198 Hoàng Văn Thụ, nan, Phú Nhuận, nan, nan",10.8001215,106.6734404,6349849612
phạm hùng,c4/19d2 Phạm Hùng,"c4/19d2 Phạm Hùng, nan, nan, nan, nan",10.7299906,106.6762129,5740298531
thom,172 Hiệp Bình,"172 Hiệp Bình, nan, nan, nan, nan",10.8444234,106.7303678,3137388752
Thu giang,289 Lê Đức Thọ,"289 Lê Đức Thọ, nan, nan, nan, nan",10.8410627,106.6779963,3138810154
Thiên hương,599 Đường Lê Đức Thọ,"599 Đường Lê Đức Thọ, nan, nan, nan, nan",10.8473286,106.6690386,5738169971
571,571 Đường Lê Đức Thọ,"571 Đường Lê Đức Thọ, nan, nan, nan, nan",10.8477087,106.6686921,3242683103
669,669 Đường Lê Đức Thọ,"669 Đường Lê Đức Thọ, nan, nan, nan, nan",10.8479865,106.6680151,3226575470
Tân phước,32 Lê Văn Khương,"32 Lê Văn Khương, nan, nan, nan, nan",10.8632377,106.6497163,5765428389
Tiệm Vàng Bảo Uyên,07 Đường Số 1,"07 Đường Số 1, nan, nan, nan, nan",10.7870356,106.7377382,2654785044
Cửa Hàng Thực Phẩm,365 Lê Văn Thịnh,"365 Lê Văn Thịnh, nan, nan, nan, nan",10.7772774,106.7663939,366384640
Cửa Hàng Văn Phòng Phẩm Hồng Ngọc,E 20-22 Khánh Hội,"E 20-22 Khánh Hội, nan, nan, nan, nan",10.7607511,106.6978642,1768404179
Nhà Hàng The Deck Sài Gòn,38 Nguyễn Ư Dĩ,"38 Nguyễn Ư Dĩ, nan, nan, nan, nan",10.807271,106.74459,795259115
Nhà Sách Anh Cường,13a Trần Văn Ðang,"13a Trần Văn Ðang, nan, nan, nan, nan",10.7825093,106.6794885,411926229
Cửa Hàng Tạp Hoá Út Nga,18/153 Trường Sa,"18/153 Trường Sa, nan, nan, nan, nan",10.7892531,106.6810562,7822938322
Cửa Hàng Mini Shop,648 Trường Sa,"648 Trường Sa, nan, nan, nan, nan",10.7927565,106.6837267,3717176330
Bánh Xếp Ngọc Thuỷ,214b Đường Nguyễn Trãi,"214b Đường Nguyễn Trãi, nan, nan, nan, nan",10.7634665,106.6870897,411926193
Tạp Hoá Quỳnh Loan,27b Đường Trần Ðình Xu,"27b Đường Trần Ðình Xu, nan, nan, nan, nan",10.7596837,106.691879,12295939952
Tạp Hoá Anh Duy,388 Võ Văn Tần,"388 Võ Văn Tần, nan, nan, nan, nan",10.770109,106.6843573,411924321
phu quy,132/4 Hẻm 353 Vườn Chuối,"132/4 Hẻm 353 Vườn Chuối, nan, nan, nan, nan",10.7747414,106.6827437,411920679
Thiết Kế Xây Dựng Nét Việt,598/15C3 TRẦN XUÂN SOẠN,"598/15C3 TRẦN XUÂN SOẠN, nan, 7, ho chi minh, nan",10.7434916,106.6940166,2154852221
B'smart,414 Đường Cách Mạng Tháng Tám,"414 Đường Cách Mạng Tháng Tám, nan, nan, nan, nan",10.7835228,106.6710615,411919410
Trà sữa Ann's House,16/4A Tân thới nhất 12,"16/4A Tân thới nhất 12, nan, nan, nan, nan",10.8332708,106.6196444,2276515360
Công An Phường 8 Quận 4,129f/186 Bến Vân Đồn,"129f/186 Bến Vân Đồn, nan, nan, nan, nan",10.7596901,106.7020933,2026784527
Trà Sữa Bò Mập,29 Huỳnh Tịnh Của,"29 Huỳnh Tịnh Của, nan, nan, nan, nan",10.7888074,106.6879075,411923966
Nhà Hàng Vietheritage,48 Võ Văn Tần,"48 Võ Văn Tần, nan, nan, nan, nan",10.7781095,106.6907907,411918252
Tạp Hoá Diệc Ngân,271 Huỳnh Văn Bánh,"271 Huỳnh Văn Bánh, nan, Phu Nhuan, nan, nan",10.7917351,106.6757304,5769504939
Tạp Hoá 305,308 Dã Tượng,"308 Dã Tượng, nan, nan, nan, nan",10.7443857,106.6646634,366391039
Tạp Hoá Hồng Linh,80 Quốc Lộ 50,"80 Quốc Lộ 50, nan, nan, nan, nan",10.7390977,106.6562535,2040317187
Du Lịch Bến Nghé,135 Nguyễn Hữu Cảnh,"135 Nguyễn Hữu Cảnh, nan, nan, nan, nan",10.7960397,106.7186833,2022539304
Cửa Hàng Pallet,1288 Võ Văn Kiệt,"1288 Võ Văn Kiệt, nan, nan, nan, nan",10.7491567,106.6601171,1996745224
Cửa Hàng VLXD Hoàng Quân,3D Đường D2,"3D Đường D2, nan, nan, nan, nan",10.8088476,106.7168167,8556388353
Phòng khám Sản Phụ khoa - BS Khánh Từ Dũ,134/40 Đoàn Văn Bơ,"134/40 Đoàn Văn Bơ, nan, nan, nan, nan",10.7626579,106.7035202,1779408296
Công Ty TNHH Nhựa Phước Thành,1250-1252 Võ Văn Kiệt,"1250-1252 Võ Văn Kiệt, nan, nan, nan, nan",10.7496373,106.6613157,11824841481
Trường Cao Đẳng Kinh Tế TP.HCM,33 Đường Vĩnh Viễn,"33 Đường Vĩnh Viễn, nan, nan, nan, nan",10.7647624,106.6720089,11998294099
tap hoa,181 Ngô Chí Quốc,"181 Ngô Chí Quốc, nan, nan, nan, nan",10.8808953,106.7218458,5755433555
Cà Phê Cy Cy,52 Trương Quyền,"52 Trương Quyền, nan, nan, nan, nan",10.7869702,106.6922405,411918652
Cà Phê Nấm Linh Chi,521 Hoàng Sa,"521 Hoàng Sa, nan, nan, nan, nan",10.7917412,106.6829269,411922294
Nhà Hàng Gà Nướng Bảy Đực,26/4 Xô Viết Nghệ Tinhx,"26/4 Xô Viết Nghệ Tinhx, nan, nan, nan, nan",10.8261282,106.7386412,5780792897
Cà Phê Oto,148EF Lý Chính Thắng,"148EF Lý Chính Thắng, nan, nan, nan, nan",10.7861339,106.6845894,411925825
Quán Ăn Dương Thành,64 - 68 Phan Xích Long,"64 - 68 Phan Xích Long, nan, nan, nan, nan",10.7559138,106.6465668,5552002864
Mỹ Phẩm Tóc Thu Nhung,260/21F Bà Hom,"260/21F Bà Hom, nan, Quan 6, Phường 13, nan",10.7568383,106.6253881,4929831335
Lẩu Mắm 140,14 Trần Huy Liệu,"14 Trần Huy Liệu, nan, nan, nan, nan",10.797736,106.6781763,9485824315
Cửa Hàng Di Động Viettel,166 Đường Trần Hưng Ðạo,"166 Đường Trần Hưng Ðạo, nan, nan, nan, nan",10.7636349,106.6912768,6789319267
Cà Phê Không Gian Xanh,B11 Đường 6A. Ấp 2. Vĩnh Lộc b. Bình Chánh. Tp HCM,"B11 Đường 6A. Ấp 2. Vĩnh Lộc b. Bình Chánh. Tp HCM, nan, nan, nan, nan",10.7917683,106.5753967,5748777352
F2N 2 nap sat 0.6m mòn,749 Tân Sơn,"749 Tân Sơn, nan, nan, nan, nan",10.8374419,106.6463527,5717004826
Công Ty TNHH Kim Hoàng Gia,12/52 Phan Văn Hớn,"12/52 Phan Văn Hớn, nan, nan, nan, nan",10.8461827,106.591213,3220145697
Học viện chính trị,09 Man Thiện,"09 Man Thiện, nan, nan, nan, nan",10.8493464,106.7859409,3110867144
Quán Karaoke Kingdom,220 Trần Quang Khải,"220 Trần Quang Khải, nan, 1, Ho Chi Minh City, nan",10.7913895,106.6878646,10734733577
Nhà Hàng Huo Cuo,S84-1 Phạm Văn Nghị,"S84-1 Phạm Văn Nghị, nan, Quận 7, Hồ Chí Minh, nan",10.7336048,106.7065132,735998151
Kadohachi,950 Nguyễn Văn Linh,"950 Nguyễn Văn Linh, nan, nan, nan, nan",10.7293411,106.7089901,2210787215
RIO Restaurant,47 Bùi Bằng Đoàn,"47 Bùi Bằng Đoàn, nan, nan, nan, nan",10.7332154,106.7086786,735998143
Công Ty Nhựa Long Thành,02-04 Nguyễn Xuân Phụng,"02-04 Nguyễn Xuân Phụng, nan, nan, nan, nan",10.748601,106.6498954,366405853
Khách Sạn Thanh Đa Riverside,3 Bình Quới,"3 Bình Quới, nan, Bình Thạnh, HCMC, nan",10.8150675,106.718231,366442830
Mr.Craft - Craft Beer & Wine,24 Cao Triều Phát,"24 Cao Triều Phát, nan, nan, nan, nan",10.7320984,106.7095804,735998190
바다,60 Lê Văn Thiêm,"60 Lê Văn Thiêm, nan, nan, nan, nan",10.7311345,106.7080431,735998196
nhà riêng,"127a, lô K Thanh Đa","127a, lô K Thanh Đa, nan, nan, nan, nan",10.8141238,106.7209561,5735973844
Easy Tour,R1-72 Nội Khu Hưng Phước 4,"R1-72 Nội Khu Hưng Phước 4, nan, nan, nan, nan",10.7298057,106.7068711,735998136
VPBank,17 Bùi Bằng Đoàn,"17 Bùi Bằng Đoàn, nan, nan, Hồ Chí Minh, nan",10.7297385,106.7087621,735998139
Cơ Sở Mát Xa 137,B2-04 Hà Huy Tập,"B2-04 Hà Huy Tập, nan, 7, Hồ Chí Minh, nan",10.7262356,106.7094065,2377615576
Cà Phê Snob,147A Đường Trần Hưng Ðạo,"147A Đường Trần Hưng Ðạo, nan, nan, nan, nan",10.7666766,106.6944217,4606995347
Samwon,R1-49 Nội Khu Hưng Gia 3,"R1-49 Nội Khu Hưng Gia 3, nan, Quận 7, Hồ Chí Minh, nan",10.7325567,106.7102193,735998157
TT TDTT Quận 9,29 Đường 379,"29 Đường 379, nan, nan, nan, nan",10.8455991,106.7880019,3110867003
Trang Trí Nội Thất - Thái Công,215 Nguyễn Văn Hưởng,"215 Nguyễn Văn Hưởng, nan, nan, nan, nan",10.814518,106.7322718,2614430800
Cửa Hàng Zakka Nautrals - Tạ Quang Bửu,854-856 Tạ Quang Bửu,"854-856 Tạ Quang Bửu, nan, nan, nan, nan",10.7368314,106.6698845,11808860266
Zakka Thủ Đức,4s Đường số 30,"4s Đường số 30, nan, nan, nan, nan",10.8443245,106.7410142,5757992473
Siêu Thị Tiện Lợi Nam An,303 Nguyễn Văn Trỗi,"303 Nguyễn Văn Trỗi, nan, nan, nan, nan",10.7991432,106.6695155,6252959055
K Food,33 Thảo Điền,"33 Thảo Điền, nan, nan, nan, nan",10.8047785,106.73652,5733080719
Cửa Hàng My Market Imperia,5 Đường số 24,"5 Đường số 24, nan, nan, nan, nan",10.7993794,106.7506496,2025938562
Siêu Thị Tiện Lợi Citi Mart,31-33 Đường Phan Huy Ích,"31-33 Đường Phan Huy Ích, nan, nan, nan, nan",10.8252692,106.6303666,2942886438
Siêu Thị Tiện Lợi US,329 Đường Trần Hưng Ðạo,"329 Đường Trần Hưng Ðạo, nan, nan, nan, nan",10.7618357,106.6901287,6789319272
Woo Mong,48 Cao Triều Phát,"48 Cao Triều Phát, nan, Quận 7, Hồ Chí Minh, nan",10.7320865,106.7087161,2156215360
Cà Phê Richy,138 Đường Nguyễn Xis,"138 Đường Nguyễn Xis, nan, nan, nan, nan",10.8122832,106.7047803,1671468744
Cửa Hàng Mắt Kính Điện Biên Phủ,443c Bạch Đằng,"443c Bạch Đằng, nan, nan, nan, nan",10.8037604,106.7017041,366469508
